spend_id,date,channel,campaign_id,spend_amount
SPEND-001345,2025-07-12,Paid Search,CMP-0043,193.81
SPEND-001346,2025-07-12,Paid Search,CMP-0044,319.89
SPEND-001347,2025-07-12,Paid Social,CMP-0045,77.22
SPEND-001348,2025-07-12,Paid Social,CMP-0046,199.89
SPEND-001349,2025-07-12,Email,CMP-0047,44.24
SPEND-001350,2025-07-12,Affiliate,CMP-0048,111.79
SPEND-001351,2025-07-12,Display,CMP-0049,167.01
SPEND-001352,2025-07-13,Paid Search,CMP-0043,126.89
SPEND-001353,2025-07-13,Paid Search,CMP-0044,335.39
SPEND-001354,2025-07-13,Paid Social,CMP-0045,243.13
SPEND-001355,2025-07-13,Paid Social,CMP-0046,132.47
SPEND-001356,2025-07-13,Email,CMP-0047,74.46
SPEND-001357,2025-07-13,Affiliate,CMP-0048,206.81
SPEND-001358,2025-07-13,Display,CMP-0049,226.79
SPEND-001359,2025-07-14,Paid Search,CMP-0043,129.38
SPEND-001360,2025-07-14,Paid Search,CMP-0044,495.91
SPEND-001361,2025-07-14,Paid Social,CMP-0045,257.19
SPEND-001362,2025-07-14,Paid Social,CMP-0046,59.13
SPEND-001363,2025-07-14,Email,CMP-0047,78.64
SPEND-001364,2025-07-14,Affiliate,CMP-0048,249.81
SPEND-001365,2025-07-14,Display,CMP-0049,376.62
SPEND-001366,2025-07-15,Paid Search,CMP-0043,556.77
SPEND-001367,2025-07-15,Paid Search,CMP-0044,59.25
SPEND-001368,2025-07-15,Paid Social,CMP-0045,91.36
SPEND-001369,2025-07-15,Paid Social,CMP-0046,386.69
SPEND-001370,2025-07-15,Email,CMP-0047,122.6
SPEND-001371,2025-07-15,Affiliate,CMP-0048,251.57
SPEND-001372,2025-07-15,Display,CMP-0049,423.41
SPEND-001373,2025-07-16,Paid Search,CMP-0043,90.84
SPEND-001374,2025-07-16,Paid Search,CMP-0044,197.59
SPEND-001375,2025-07-16,Paid Social,CMP-0045,329.01
SPEND-001376,2025-07-16,Paid Social,CMP-0046,219.25
SPEND-001377,2025-07-16,Email,CMP-0047,118.76
SPEND-001378,2025-07-16,Affiliate,CMP-0048,175.54
SPEND-001379,2025-07-16,Display,CMP-0049,328.75
SPEND-001380,2025-07-17,Paid Search,CMP-0043,157.13
SPEND-001381,2025-07-17,Paid Search,CMP-0044,257.28
SPEND-001382,2025-07-17,Paid Social,CMP-0045,172.08
SPEND-001383,2025-07-17,Paid Social,CMP-0046,290.38
SPEND-001384,2025-07-17,Email,CMP-0047,130.51
SPEND-001385,2025-07-17,Affiliate,CMP-0048,332.4
SPEND-001386,2025-07-17,Display,CMP-0049,390.3
SPEND-001387,2025-07-18,Paid Search,CMP-0043,317.65
SPEND-001388,2025-07-18,Paid Search,CMP-0044,344.78
SPEND-001389,2025-07-18,Paid Social,CMP-0045,552.84
SPEND-001390,2025-07-18,Paid Social,CMP-0046,115.92
SPEND-001391,2025-07-18,Email,CMP-0047,80.14
SPEND-001392,2025-07-18,Affiliate,CMP-0048,342.32
SPEND-001393,2025-07-18,Display,CMP-0049,412.13
SPEND-001394,2025-07-19,Paid Search,CMP-0043,78.67
SPEND-001395,2025-07-19,Paid Search,CMP-0044,201.98
SPEND-001396,2025-07-19,Paid Social,CMP-0045,467.32
SPEND-001397,2025-07-19,Paid Social,CMP-0046,2.69
SPEND-001398,2025-07-19,Email,CMP-0047,79.28
SPEND-001399,2025-07-19,Affiliate,CMP-0048,186.79
SPEND-001400,2025-07-19,Display,CMP-0049,333.06
SPEND-001401,2025-07-20,Paid Search,CMP-0043,262.49
SPEND-001402,2025-07-20,Paid Search,CMP-0044,121.16
SPEND-001403,2025-07-20,Paid Social,CMP-0045,47.06
SPEND-001404,2025-07-20,Paid Social,CMP-0046,335.48
SPEND-001405,2025-07-20,Email,CMP-0047,87.73
SPEND-001406,2025-07-20,Affiliate,CMP-0048,172.03
SPEND-001407,2025-07-20,Display,CMP-0049,194.09
SPEND-001408,2025-07-21,Paid Search,CMP-0043,103.66
SPEND-001409,2025-07-21,Paid Search,CMP-0044,233.54
SPEND-001410,2025-07-21,Paid Social,CMP-0045,414.47
SPEND-001411,2025-07-21,Paid Social,CMP-0046,1.05
SPEND-001412,2025-07-21,Email,CMP-0047,120.43
SPEND-001413,2025-07-21,Affiliate,CMP-0048,290.84
SPEND-001414,2025-07-21,Display,CMP-0049,309.16
SPEND-001415,2025-07-22,Paid Search,CMP-0043,498.15
SPEND-001416,2025-07-22,Paid Search,CMP-0044,132.5
SPEND-001417,2025-07-22,Paid Social,CMP-0045,154.62
SPEND-001418,2025-07-22,Paid Social,CMP-0046,326.57
SPEND-001419,2025-07-22,Email,CMP-0047,118.03
SPEND-001420,2025-07-22,Affiliate,CMP-0048,203.83
SPEND-001421,2025-07-22,Display,CMP-0049,397.95
SPEND-001422,2025-07-23,Paid Search,CMP-0043,99.11
SPEND-001423,2025-07-23,Paid Search,CMP-0044,558.68
SPEND-001424,2025-07-23,Paid Social,CMP-0045,243.6
SPEND-001425,2025-07-23,Paid Social,CMP-0046,308.72
SPEND-001426,2025-07-23,Email,CMP-0047,142.32
SPEND-001427,2025-07-23,Affiliate,CMP-0048,183.38
SPEND-001428,2025-07-23,Display,CMP-0049,216.9
SPEND-001429,2025-07-24,Paid Search,CMP-0043,45.28
SPEND-001430,2025-07-24,Paid Search,CMP-0044,522.19
SPEND-001431,2025-07-24,Paid Social,CMP-0045,167.17
SPEND-001432,2025-07-24,Paid Social,CMP-0046,391.81
SPEND-001433,2025-07-24,Email,CMP-0047,85.33
SPEND-001434,2025-07-24,Affiliate,CMP-0048,175.38
SPEND-001435,2025-07-24,Display,CMP-0049,331.21
SPEND-001436,2025-07-25,Paid Search,CMP-0043,332.24
SPEND-001437,2025-07-25,Paid Search,CMP-0044,263.02
SPEND-001438,2025-07-25,Paid Social,CMP-0045,497.05
SPEND-001439,2025-07-25,Paid Social,CMP-0046,118.97
SPEND-001440,2025-07-25,Email,CMP-0047,103.6
SPEND-001441,2025-07-25,Affiliate,CMP-0048,256.04
SPEND-001442,2025-07-25,Display,CMP-0049,300.34
SPEND-001443,2025-07-26,Paid Search,CMP-0043,378.62
SPEND-001444,2025-07-26,Paid Search,CMP-0044,64.17
SPEND-001445,2025-07-26,Paid Social,CMP-0045,116.77
SPEND-001446,2025-07-26,Paid Social,CMP-0046,262.56
SPEND-001447,2025-07-26,Email,CMP-0047,106.57
SPEND-001448,2025-07-26,Affiliate,CMP-0048,213.67
SPEND-001449,2025-07-26,Display,CMP-0049,257.8
SPEND-001450,2025-07-27,Paid Search,CMP-0043,111.34
SPEND-001451,2025-07-27,Paid Search,CMP-0044,260.06
SPEND-001452,2025-07-27,Paid Social,CMP-0045,68.61
SPEND-001453,2025-07-27,Paid Social,CMP-0046,314.84
SPEND-001454,2025-07-27,Email,CMP-0047,68.52
SPEND-001455,2025-07-27,Affiliate,CMP-0048,183.82
SPEND-001456,2025-07-27,Display,CMP-0049,281.21
SPEND-001457,2025-07-28,Paid Search,CMP-0043,260.53
SPEND-001458,2025-07-28,Paid Search,CMP-0044,481.58
SPEND-001459,2025-07-28,Paid Social,CMP-0045,333.82
SPEND-001460,2025-07-28,Paid Social,CMP-0046,195.06
SPEND-001461,2025-07-28,Email,CMP-0047,79.93
SPEND-001462,2025-07-28,Affiliate,CMP-0048,337.8
SPEND-001463,2025-07-28,Display,CMP-0049,288.4
SPEND-001464,2025-07-29,Paid Search,CMP-0043,552.24
SPEND-001465,2025-07-29,Paid Search,CMP-0044,88.48
SPEND-001466,2025-07-29,Paid Social,CMP-0045,244.53
SPEND-001467,2025-07-29,Paid Social,CMP-0046,80.87
SPEND-001468,2025-07-29,Email,CMP-0047,138.89
SPEND-001469,2025-07-29,Affiliate,CMP-0048,246.77
SPEND-001470,2025-07-29,Display,CMP-0049,363.13
SPEND-001471,2025-07-30,Paid Search,CMP-0043,733.82
SPEND-001472,2025-07-30,Paid Search,CMP-0044,20.23
SPEND-001473,2025-07-30,Paid Social,CMP-0045,255.53
SPEND-001474,2025-07-30,Paid Social,CMP-0046,348.21
SPEND-001475,2025-07-30,Email,CMP-0047,80.91
SPEND-001476,2025-07-30,Affiliate,CMP-0048,190.22
SPEND-001477,2025-07-30,Display,CMP-0049,219.96
SPEND-001478,2025-07-31,Paid Search,CMP-0043,44.49
SPEND-001479,2025-07-31,Paid Search,CMP-0044,470.01
SPEND-001480,2025-07-31,Paid Social,CMP-0045,61.66
SPEND-001481,2025-07-31,Paid Social,CMP-0046,422.5
SPEND-001482,2025-07-31,Email,CMP-0047,106.83
SPEND-001483,2025-07-31,Affiliate,CMP-0048,250.15
SPEND-001484,2025-07-31,Display,CMP-0049,380.7
SPEND-001485,2025-08-01,Paid Search,CMP-0050,537.23
SPEND-001486,2025-08-01,Paid Search,CMP-0051,75.3
SPEND-001487,2025-08-01,Paid Social,CMP-0052,267.74
SPEND-001488,2025-08-01,Paid Social,CMP-0053,216.99
SPEND-001489,2025-08-01,Email,CMP-0054,91.55
SPEND-001490,2025-08-01,Affiliate,CMP-0055,286.0
SPEND-001491,2025-08-01,Display,CMP-0056,385.07
SPEND-001492,2025-08-02,Paid Search,CMP-0050,92.96
SPEND-001493,2025-08-02,Paid Search,CMP-0051,424.33
SPEND-001494,2025-08-02,Paid Social,CMP-0052,130.58
SPEND-001495,2025-08-02,Paid Social,CMP-0053,26.81
SPEND-001496,2025-08-02,Email,CMP-0054,71.91
SPEND-001497,2025-08-02,Affiliate,CMP-0055,278.39
SPEND-001498,2025-08-02,Display,CMP-0056,308.98
SPEND-001499,2025-08-03,Paid Search,CMP-0050,303.12
SPEND-001500,2025-08-03,Paid Search,CMP-0051,65.29
SPEND-001501,2025-08-03,Paid Social,CMP-0052,127.0
SPEND-001502,2025-08-03,Paid Social,CMP-0053,306.49
SPEND-001503,2025-08-03,Email,CMP-0054,69.8
SPEND-001504,2025-08-03,Affiliate,CMP-0055,160.0
SPEND-001505,2025-08-03,Display,CMP-0056,200.14
SPEND-001506,2025-08-04,Paid Search,CMP-0050,300.22
SPEND-001507,2025-08-04,Paid Search,CMP-0051,126.44
SPEND-001508,2025-08-04,Paid Social,CMP-0052,376.39
SPEND-001509,2025-08-04,Paid Social,CMP-0053,125.88
SPEND-001510,2025-08-04,Email,CMP-0054,77.69
SPEND-001511,2025-08-04,Affiliate,CMP-0055,232.82
SPEND-001512,2025-08-04,Display,CMP-0056,493.57
SPEND-001513,2025-08-05,Paid Search,CMP-0050,458.91
SPEND-001514,2025-08-05,Paid Search,CMP-0051,209.19
SPEND-001515,2025-08-05,Paid Social,CMP-0052,321.33
SPEND-001516,2025-08-05,Paid Social,CMP-0053,147.79
SPEND-001517,2025-08-05,Email,CMP-0054,105.52
SPEND-001518,2025-08-05,Affiliate,CMP-0055,104.17
SPEND-001519,2025-08-05,Display,CMP-0056,525.7
SPEND-001520,2025-08-06,Paid Search,CMP-0050,150.05
SPEND-001521,2025-08-06,Paid Search,CMP-0051,663.83
SPEND-001522,2025-08-06,Paid Social,CMP-0052,4.62
SPEND-001523,2025-08-06,Paid Social,CMP-0053,351.88
SPEND-001524,2025-08-06,Email,CMP-0054,97.53
SPEND-001525,2025-08-06,Affiliate,CMP-0055,319.18
SPEND-001526,2025-08-06,Display,CMP-0056,368.36
SPEND-001527,2025-08-07,Paid Search,CMP-0050,227.87
SPEND-001528,2025-08-07,Paid Search,CMP-0051,321.65
SPEND-001529,2025-08-07,Paid Social,CMP-0052,177.31
SPEND-001530,2025-08-07,Paid Social,CMP-0053,488.54
SPEND-001531,2025-08-07,Email,CMP-0054,80.84
SPEND-001532,2025-08-07,Affiliate,CMP-0055,328.3
SPEND-001533,2025-08-07,Display,CMP-0056,355.42
SPEND-001534,2025-08-08,Paid Search,CMP-0050,375.42
SPEND-001535,2025-08-08,Paid Search,CMP-0051,29.99
SPEND-001536,2025-08-08,Paid Social,CMP-0052,164.86
SPEND-001537,2025-08-08,Paid Social,CMP-0053,236.2
SPEND-001538,2025-08-08,Email,CMP-0054,83.95
SPEND-001539,2025-08-08,Affiliate,CMP-0055,258.15
SPEND-001540,2025-08-08,Display,CMP-0056,348.42
SPEND-001541,2025-08-09,Paid Search,CMP-0050,142.83
SPEND-001542,2025-08-09,Paid Search,CMP-0051,338.44
SPEND-001543,2025-08-09,Paid Social,CMP-0052,77.98
SPEND-001544,2025-08-09,Paid Social,CMP-0053,138.61
SPEND-001545,2025-08-09,Email,CMP-0054,75.18
SPEND-001546,2025-08-09,Affiliate,CMP-0055,195.11
SPEND-001547,2025-08-09,Display,CMP-0056,337.28
SPEND-001548,2025-08-10,Paid Search,CMP-0050,391.37
SPEND-001549,2025-08-10,Paid Search,CMP-0051,41.73
SPEND-001550,2025-08-10,Paid Social,CMP-0052,270.66
SPEND-001551,2025-08-10,Paid Social,CMP-0053,88.32
SPEND-001552,2025-08-10,Email,CMP-0054,64.14
SPEND-001553,2025-08-10,Affiliate,CMP-0055,185.58
SPEND-001554,2025-08-10,Display,CMP-0056,272.71
SPEND-001555,2025-08-11,Paid Search,CMP-0050,317.91
SPEND-001556,2025-08-11,Paid Search,CMP-0051,205.01
SPEND-001557,2025-08-11,Paid Social,CMP-0052,188.26
SPEND-001558,2025-08-11,Paid Social,CMP-0053,210.17
SPEND-001559,2025-08-11,Email,CMP-0054,103.07
SPEND-001560,2025-08-11,Affiliate,CMP-0055,267.29
SPEND-001561,2025-08-11,Display,CMP-0056,333.19
SPEND-001562,2025-08-12,Paid Search,CMP-0050,606.02
SPEND-001563,2025-08-12,Paid Search,CMP-0051,86.53
SPEND-001564,2025-08-12,Paid Social,CMP-0052,445.55
SPEND-001565,2025-08-12,Paid Social,CMP-0053,28.1
SPEND-001566,2025-08-12,Email,CMP-0054,87.12
SPEND-001567,2025-08-12,Affiliate,CMP-0055,149.75
SPEND-001568,2025-08-12,Display,CMP-0056,509.01
SPEND-001569,2025-08-13,Paid Search,CMP-0050,159.05
SPEND-001570,2025-08-13,Paid Search,CMP-0051,461.36
SPEND-001571,2025-08-13,Paid Social,CMP-0052,203.6
SPEND-001572,2025-08-13,Paid Social,CMP-0053,130.5
SPEND-001573,2025-08-13,Email,CMP-0054,147.01
SPEND-001574,2025-08-13,Affiliate,CMP-0055,317.35
SPEND-001575,2025-08-13,Display,CMP-0056,511.73
SPEND-001576,2025-08-14,Paid Search,CMP-0050,705.91
SPEND-001577,2025-08-14,Paid Search,CMP-0051,45.37
SPEND-001578,2025-08-14,Paid Social,CMP-0052,446.27
SPEND-001579,2025-08-14,Paid Social,CMP-0053,48.99
SPEND-001580,2025-08-14,Email,CMP-0054,122.9
SPEND-001581,2025-08-14,Affiliate,CMP-0055,334.34
SPEND-001582,2025-08-14,Display,CMP-0056,157.93
SPEND-001583,2025-08-15,Paid Search,CMP-0050,392.57
SPEND-001584,2025-08-15,Paid Search,CMP-0051,160.21
SPEND-001585,2025-08-15,Paid Social,CMP-0052,92.53
SPEND-001586,2025-08-15,Paid Social,CMP-0053,441.52
SPEND-001587,2025-08-15,Email,CMP-0054,88.44
SPEND-001588,2025-08-15,Affiliate,CMP-0055,230.15
SPEND-001589,2025-08-15,Display,CMP-0056,235.88
SPEND-001590,2025-08-16,Paid Search,CMP-0050,303.68
SPEND-001591,2025-08-16,Paid Search,CMP-0051,190.25
SPEND-001592,2025-08-16,Paid Social,CMP-0052,9.17
SPEND-001593,2025-08-16,Paid Social,CMP-0053,266.69
SPEND-001594,2025-08-16,Email,CMP-0054,71.25
SPEND-001595,2025-08-16,Affiliate,CMP-0055,225.66
SPEND-001596,2025-08-16,Display,CMP-0056,276.11
SPEND-001597,2025-08-17,Paid Search,CMP-0050,307.15
SPEND-001598,2025-08-17,Paid Search,CMP-0051,166.73
SPEND-001599,2025-08-17,Paid Social,CMP-0052,103.82
SPEND-001600,2025-08-17,Paid Social,CMP-0053,206.89
SPEND-001601,2025-08-17,Email,CMP-0054,101.63
SPEND-001602,2025-08-17,Affiliate,CMP-0055,208.39
SPEND-001603,2025-08-17,Display,CMP-0056,201.23
SPEND-001604,2025-08-18,Paid Search,CMP-0050,290.69
SPEND-001605,2025-08-18,Paid Search,CMP-0051,253.61
SPEND-001606,2025-08-18,Paid Social,CMP-0052,202.56
SPEND-001607,2025-08-18,Paid Social,CMP-0053,310.6
SPEND-001608,2025-08-18,Email,CMP-0054,119.56
SPEND-001609,2025-08-18,Affiliate,CMP-0055,388.62
SPEND-001610,2025-08-18,Display,CMP-0056,329.82
SPEND-001611,2025-08-19,Paid Search,CMP-0050,256.68
SPEND-001612,2025-08-19,Paid Search,CMP-0051,359.7
SPEND-001613,2025-08-19,Paid Social,CMP-0052,6.05
SPEND-001614,2025-08-19,Paid Social,CMP-0053,497.18
SPEND-001615,2025-08-19,Email,CMP-0054,73.41
SPEND-001616,2025-08-19,Affiliate,CMP-0055,324.94
SPEND-001617,2025-08-19,Display,CMP-0056,446.67
SPEND-001618,2025-08-20,Paid Search,CMP-0050,43.08
SPEND-001619,2025-08-20,Paid Search,CMP-0051,579.91
SPEND-001620,2025-08-20,Paid Social,CMP-0052,264.1
SPEND-001621,2025-08-20,Paid Social,CMP-0053,311.43
SPEND-001622,2025-08-20,Email,CMP-0054,54.18
SPEND-001623,2025-08-20,Affiliate,CMP-0055,342.59
SPEND-001624,2025-08-20,Display,CMP-0056,324.52
SPEND-001625,2025-08-21,Paid Search,CMP-0050,473.89
SPEND-001626,2025-08-21,Paid Search,CMP-0051,47.3
SPEND-001627,2025-08-21,Paid Social,CMP-0052,388.43
SPEND-001628,2025-08-21,Paid Social,CMP-0053,59.29
SPEND-001629,2025-08-21,Email,CMP-0054,109.53
SPEND-001630,2025-08-21,Affiliate,CMP-0055,255.34
SPEND-001631,2025-08-21,Display,CMP-0056,409.1
SPEND-001632,2025-08-22,Paid Search,CMP-0050,417.78
SPEND-001633,2025-08-22,Paid Search,CMP-0051,131.95
SPEND-001634,2025-08-22,Paid Social,CMP-0052,210.61
SPEND-001635,2025-08-22,Paid Social,CMP-0053,326.48
SPEND-001636,2025-08-22,Email,CMP-0054,80.38
SPEND-001637,2025-08-22,Affiliate,CMP-0055,260.45
SPEND-001638,2025-08-22,Display,CMP-0056,434.23
SPEND-001639,2025-08-23,Paid Search,CMP-0050,68.5
SPEND-001640,2025-08-23,Paid Search,CMP-0051,511.08
SPEND-001641,2025-08-23,Paid Social,CMP-0052,114.24
SPEND-001642,2025-08-23,Paid Social,CMP-0053,202.36
SPEND-001643,2025-08-23,Email,CMP-0054,85.66
SPEND-001644,2025-08-23,Affiliate,CMP-0055,150.5
SPEND-001645,2025-08-23,Display,CMP-0056,216.58
SPEND-001646,2025-08-24,Paid Search,CMP-0050,199.57
SPEND-001647,2025-08-24,Paid Search,CMP-0051,316.33
SPEND-001648,2025-08-24,Paid Social,CMP-0052,179.72
SPEND-001649,2025-08-24,Paid Social,CMP-0053,109.1
SPEND-001650,2025-08-24,Email,CMP-0054,89.97
SPEND-001651,2025-08-24,Affiliate,CMP-0055,293.97
SPEND-001652,2025-08-24,Display,CMP-0056,175.95
SPEND-001653,2025-08-25,Paid Search,CMP-0050,20.01
SPEND-001654,2025-08-25,Paid Search,CMP-0051,751.81
SPEND-001655,2025-08-25,Paid Social,CMP-0052,219.64
SPEND-001656,2025-08-25,Paid Social,CMP-0053,294.03
SPEND-001657,2025-08-25,Email,CMP-0054,44.38
SPEND-001658,2025-08-25,Affiliate,CMP-0055,370.18
SPEND-001659,2025-08-25,Display,CMP-0056,325.13
SPEND-001660,2025-08-26,Paid Search,CMP-0050,96.01
SPEND-001661,2025-08-26,Paid Search,CMP-0051,538.58
SPEND-001662,2025-08-26,Paid Social,CMP-0052,85.4
SPEND-001663,2025-08-26,Paid Social,CMP-0053,123.97
SPEND-001664,2025-08-26,Email,CMP-0054,122.1
SPEND-001665,2025-08-26,Affiliate,CMP-0055,222.69
SPEND-001666,2025-08-26,Display,CMP-0056,382.6
SPEND-001667,2025-08-27,Paid Search,CMP-0050,150.18
SPEND-001668,2025-08-27,Paid Search,CMP-0051,508.11
SPEND-001669,2025-08-27,Paid Social,CMP-0052,124.3
SPEND-001670,2025-08-27,Paid Social,CMP-0053,422.55
SPEND-001671,2025-08-27,Email,CMP-0054,127.7
SPEND-001672,2025-08-27,Affiliate,CMP-0055,218.07
SPEND-001673,2025-08-27,Display,CMP-0056,289.6
SPEND-001674,2025-08-28,Paid Search,CMP-0050,651.86
SPEND-001675,2025-08-28,Paid Search,CMP-0051,115.55
SPEND-001676,2025-08-28,Paid Social,CMP-0052,255.56
SPEND-001677,2025-08-28,Paid Social,CMP-0053,172.03
SPEND-001678,2025-08-28,Email,CMP-0054,109.71
SPEND-001679,2025-08-28,Affiliate,CMP-0055,256.42
SPEND-001680,2025-08-28,Display,CMP-0056,311.52
SPEND-001681,2025-08-29,Paid Search,CMP-0050,152.75
SPEND-001682,2025-08-29,Paid Search,CMP-0051,407.75
SPEND-001683,2025-08-29,Paid Social,CMP-0052,304.65
SPEND-001684,2025-08-29,Paid Social,CMP-0053,252.33
SPEND-001685,2025-08-29,Email,CMP-0054,112.22
SPEND-001686,2025-08-29,Affiliate,CMP-0055,299.61
SPEND-001687,2025-08-29,Display,CMP-0056,184.95
SPEND-001688,2025-08-30,Paid Search,CMP-0050,479.03
SPEND-001689,2025-08-30,Paid Search,CMP-0051,35.66
SPEND-001690,2025-08-30,Paid Social,CMP-0052,262.2
SPEND-001691,2025-08-30,Paid Social,CMP-0053,21.3
SPEND-001692,2025-08-30,Email,CMP-0054,68.95
SPEND-001693,2025-08-30,Affiliate,CMP-0055,166.61
SPEND-001694,2025-08-30,Display,CMP-0056,304.44
SPEND-001695,2025-08-31,Paid Search,CMP-0050,36.03
SPEND-001696,2025-08-31,Paid Search,CMP-0051,519.21
SPEND-001697,2025-08-31,Paid Social,CMP-0052,236.47
SPEND-001698,2025-08-31,Paid Social,CMP-0053,89.52
SPEND-001699,2025-08-31,Email,CMP-0054,84.59
SPEND-001700,2025-08-31,Affiliate,CMP-0055,222.05
SPEND-001701,2025-08-31,Display,CMP-0056,285.77
SPEND-001702,2025-09-01,Paid Search,CMP-0057,212.85
SPEND-001703,2025-09-01,Paid Search,CMP-0058,271.12
SPEND-001704,2025-09-01,Paid Social,CMP-0059,169.37
SPEND-001705,2025-09-01,Paid Social,CMP-0060,340.83
SPEND-001706,2025-09-01,Email,CMP-0061,132.37
SPEND-001707,2025-09-01,Affiliate,CMP-0062,156.81
SPEND-001708,2025-09-01,Display,CMP-0063,483.31
SPEND-001709,2025-09-02,Paid Search,CMP-0057,274.72
SPEND-001710,2025-09-02,Paid Search,CMP-0058,385.78
SPEND-001711,2025-09-02,Paid Social,CMP-0059,311.55
SPEND-001712,2025-09-02,Paid Social,CMP-0060,325.5
SPEND-001713,2025-09-02,Email,CMP-0061,79.69
SPEND-001714,2025-09-02,Affiliate,CMP-0062,119.63
SPEND-001715,2025-09-02,Display,CMP-0063,344.54
SPEND-001716,2025-09-03,Paid Search,CMP-0057,334.94
SPEND-001717,2025-09-03,Paid Search,CMP-0058,91.95
SPEND-001718,2025-09-03,Paid Social,CMP-0059,209.43
SPEND-001719,2025-09-03,Paid Social,CMP-0060,253.13
SPEND-001720,2025-09-03,Email,CMP-0061,90.37
SPEND-001721,2025-09-03,Affiliate,CMP-0062,206.93
SPEND-001722,2025-09-03,Display,CMP-0063,429.48
SPEND-001723,2025-09-04,Paid Search,CMP-0057,121.83
SPEND-001724,2025-09-04,Paid Search,CMP-0058,438.11
SPEND-001725,2025-09-04,Paid Social,CMP-0059,315.47
SPEND-001726,2025-09-04,Paid Social,CMP-0060,74.31
SPEND-001727,2025-09-04,Email,CMP-0061,68.92
SPEND-001728,2025-09-04,Affiliate,CMP-0062,141.34
SPEND-001729,2025-09-04,Display,CMP-0063,455.35
SPEND-001730,2025-09-05,Paid Search,CMP-0057,240.62
SPEND-001731,2025-09-05,Paid Search,CMP-0058,146.99
SPEND-001732,2025-09-05,Paid Social,CMP-0059,53.75
SPEND-001733,2025-09-05,Paid Social,CMP-0060,451.51
SPEND-001734,2025-09-05,Email,CMP-0061,99.85
SPEND-001735,2025-09-05,Affiliate,CMP-0062,272.45
SPEND-001736,2025-09-05,Display,CMP-0063,307.83
SPEND-001737,2025-09-06,Paid Search,CMP-0057,162.12
SPEND-001738,2025-09-06,Paid Search,CMP-0058,337.29
SPEND-001739,2025-09-06,Paid Social,CMP-0059,124.28
SPEND-001740,2025-09-06,Paid Social,CMP-0060,212.71
SPEND-001741,2025-09-06,Email,CMP-0061,83.08
SPEND-001742,2025-09-06,Affiliate,CMP-0062,269.69
SPEND-001743,2025-09-06,Display,CMP-0063,267.03
SPEND-001744,2025-09-07,Paid Search,CMP-0057,271.78
SPEND-001745,2025-09-07,Paid Search,CMP-0058,126.38
SPEND-001746,2025-09-07,Paid Social,CMP-0059,323.86
SPEND-001747,2025-09-07,Paid Social,CMP-0060,1.28
SPEND-001748,2025-09-07,Email,CMP-0061,70.64
SPEND-001749,2025-09-07,Affiliate,CMP-0062,177.25
SPEND-001750,2025-09-07,Display,CMP-0063,312.61
SPEND-001751,2025-09-08,Paid Search,CMP-0057,88.3
SPEND-001752,2025-09-08,Paid Search,CMP-0058,517.46
SPEND-001753,2025-09-08,Paid Social,CMP-0059,9.74
SPEND-001754,2025-09-08,Paid Social,CMP-0060,366.37
SPEND-001755,2025-09-08,Email,CMP-0061,117.19
SPEND-001756,2025-09-08,Affiliate,CMP-0062,244.37
SPEND-001757,2025-09-08,Display,CMP-0063,439.47
SPEND-001758,2025-09-09,Paid Search,CMP-0057,498.5
SPEND-001759,2025-09-09,Paid Search,CMP-0058,153.47
SPEND-001760,2025-09-09,Paid Social,CMP-0059,186.98
SPEND-001761,2025-09-09,Paid Social,CMP-0060,277.42
SPEND-001762,2025-09-09,Email,CMP-0061,98.98
SPEND-001763,2025-09-09,Affiliate,CMP-0062,262.8
SPEND-001764,2025-09-09,Display,CMP-0063,348.38
SPEND-001765,2025-09-10,Paid Search,CMP-0057,253.13
SPEND-001766,2025-09-10,Paid Search,CMP-0058,396.45
SPEND-001767,2025-09-10,Paid Social,CMP-0059,134.06
SPEND-001768,2025-09-10,Paid Social,CMP-0060,118.09
SPEND-001769,2025-09-10,Email,CMP-0061,85.16
SPEND-001770,2025-09-10,Affiliate,CMP-0062,171.22
SPEND-001771,2025-09-10,Display,CMP-0063,396.51
SPEND-001772,2025-09-11,Paid Search,CMP-0057,551.74
SPEND-001773,2025-09-11,Paid Search,CMP-0058,116.99
SPEND-001774,2025-09-11,Paid Social,CMP-0059,380.34
SPEND-001775,2025-09-11,Paid Social,CMP-0060,69.62
SPEND-001776,2025-09-11,Email,CMP-0061,127.92
SPEND-001777,2025-09-11,Affiliate,CMP-0062,204.06
SPEND-001778,2025-09-11,Display,CMP-0063,318.6
SPEND-001779,2025-09-12,Paid Search,CMP-0057,544.75
SPEND-001780,2025-09-12,Paid Search,CMP-0058,29.33
SPEND-001781,2025-09-12,Paid Social,CMP-0059,288.83
SPEND-001782,2025-09-12,Paid Social,CMP-0060,170.78
SPEND-001783,2025-09-12,Email,CMP-0061,133.02
SPEND-001784,2025-09-12,Affiliate,CMP-0062,293.83
SPEND-001785,2025-09-12,Display,CMP-0063,347.36
SPEND-001786,2025-09-13,Paid Search,CMP-0057,21.57
SPEND-001787,2025-09-13,Paid Search,CMP-0058,422.38
SPEND-001788,2025-09-13,Paid Social,CMP-0059,93.54
SPEND-001789,2025-09-13,Paid Social,CMP-0060,330.48
SPEND-001790,2025-09-13,Email,CMP-0061,55.41
SPEND-001791,2025-09-13,Affiliate,CMP-0062,271.03
SPEND-001792,2025-09-13,Display,CMP-0063,280.37
